Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
38,California Baptist,27,26,1,0.963,5.91,-8.09,14.0,0.0,15,1,11.0,0.0,2100,1569.0,75.3,76.8,0.314,0.331,0.42,46.6,52.3,10.0,6.7,0.379,16.7,25.5,0.206
39,Campbell,23,16,7,0.696,-11.82,-19.69,11.0,4.0,9,3,7.0,4.0,1382,1203.0,66.8,76.6,0.28,0.292,0.425,46.6,40.7,10.9,8.4,0.389,20.5,25.3,0.185
40,Canisius,5,0,5,0.0,-32.13,-7.33,0.0,4.0,0,1,0.0,4.0,243,367.0,68.6,107.0,0.237,0.293,0.514,67.3,60.6,9.6,10.5,0.491,16.4,49.7,0.162
41,Central Arkansas,27,13,14,0.481,-12.95,-7.91,9.0,7.0,8,4,5.0,10.0,1479,1509.0,66.3,84.3,0.42,0.267,0.497,43.2,57.6,11.0,7.8,0.456,21.4,26.5,0.281
42,Central Connecticut State,18,4,14,0.222,-24.29,-16.51,4.0,14.0,2,7,2.0,7.0,1112,1252.0,73.9,94.1,0.209,0.299,0.493,55.1,52.9,11.9,8.2,0.471,18.6,35.9,0.142
43,Central Florida,21,16,5,0.762,15.27,8.03,12.0,2.0,10,1,6.0,3.0,1212,1060.0,67.8,74.5,0.278,0.356,0.43,45.3,65.4,11.7,7.0,0.393,23.4,27.3,0.188
44,Central Michigan,27,18,9,0.667,7.25,3.88,13.0,6.0,9,4,9.0,4.0,2097,2006.0,72.9,100.5,0.275,0.367,0.534,49.8,43.6,8.0,5.5,0.498,16.0,27.0,0.212
45,Charleston Southern,23,6,17,0.261,-28.25,-17.61,4.0,14.0,4,8,2.0,9.0,1335,1490.0,68.0,94.8,0.236,0.393,0.492,52.9,57.4,10.7,7.2,0.463,14.7,31.4,0.168
46,Charlotte,22,10,12,0.455,4.03,1.35,9.0,5.0,6,6,4.0,6.0,1662,1603.0,74.2,93.5,0.335,0.304,0.481,49.3,48.5,8.2,5.8,0.445,15.0,28.9,0.225
47,Chattanooga,24,14,10,0.583,-8.11,-9.36,9.0,5.0,6,6,8.0,4.0,1525,1495.0,71.7,86.5,0.257,0.28,0.458,50.4,48.0,11.8,8.2,0.422,18.3,30.9,0.184
48,Chicago State,14,0,14,0.0,-29.35,-6.78,0.0,10.0,0,7,0.0,7.0,685,1001.0,71.9,99.4,0.337,0.322,0.532,54.8,64.5,15.3,9.5,0.5,18.5,35.7,0.234
49,Cincinnati,24,8,16,0.333,1.92,6.54,6.0,12.0,2,10,6.0,6.0,1483,1594.0,71.3,92.2,0.326,0.292,0.481,50.3,60.1,13.1,9.2,0.446,16.8,32.3,0.219
50,Clemson,26,12,14,0.462,12.27,10.42,5.0,12.0,8,7,4.0,7.0,1837,1789.0,74.8,90.7,0.252,0.328,0.493,45.7,47.6,10.5,7.4,0.469,18.4,28.5,0.166
51,Cleveland State,23,14,9,0.609,0.71,-1.34,8.0,8.0,9,3,4.0,6.0,1473,1344.0,71.5,81.8,0.257,0.347,0.474,50.0,60.5,9.8,8.2,0.446,21.4,27.1,0.172
52,Coastal Carolina,18,3,15,0.167,-21.89,-7.08,0.0,13.0,3,7,0.0,8.0,1165,1269.0,72.2,97.7,0.248,0.387,0.523,48.9,60.6,12.8,6.4,0.495,16.7,36.4,0.178
53,Colgate,9,1,8,0.111,-27.21,-10.43,1.0,8.0,0,5,1.0,3.0,497,648.0,68.0,105.9,0.359,0.409,0.552,58.0,67.7,10.0,6.9,0.528,17.1,34.8,0.238
54,College of Charleston,15,6,9,0.4,-14.79,-5.94,2.0,6.0,5,4,1.0,5.0,986,1001.0,75.9,87.9,0.368,0.274,0.503,55.1,48.6,7.0,8.9,0.461,21.1,36.0,0.26
55,Colorado,23,12,11,0.522,18.37,15.96,8.0,8.0,9,4,3.0,7.0,1487,1357.0,68.0,86.3,0.266,0.402,0.494,46.8,56.9,11.5,10.7,0.465,20.0,26.1,0.183
56,Colorado State,21,15,6,0.714,8.48,0.85,11.0,5.0,9,1,6.0,5.0,1630,1278.0,70.7,85.1,0.23,0.324,0.466,47.5,44.9,7.1,6.2,0.438,14.2,21.5,0.16
57,Connecticut,30,28,2,0.933,38.87,9.57,18.0,0.0,14,0,10.0,1.0,2456,1577.0,72.9,71.8,0.178,0.365,0.411,41.0,54.1,7.6,5.2,0.387,20.6,21.9,0.117
58,Coppin State,15,2,13,0.133,-27.37,-12.63,2.0,10.0,1,6,1.0,7.0,767,988.0,72.7,90.6,0.306,0.285,0.459,54.4,45.7,15.2,11.0,0.423,16.8,38.3,0.204
59,Creighton,22,10,12,0.455,8.62,11.07,6.0,7.0,3,6,7.0,6.0,1367,1421.0,68.8,93.4,0.242,0.278,0.497,50.7,55.5,10.8,13.0,0.464,15.6,24.8,0.179
60,Davidson,23,8,15,0.348,-5.54,-1.45,5.0,10.0,6,6,3.0,8.0,1438,1532.0,70.5,94.5,0.299,0.319,0.507,52.6,45.7,10.0,6.2,0.472,17.0,28.9,0.213
61,Dayton,19,14,5,0.737,5.76,-2.55,12.0,1.0,6,4,8.0,1.0,1267,1109.0,69.1,84.0,0.281,0.349,0.452,41.8,52.8,9.1,7.2,0.413,15.9,20.8,0.199
62,Delaware,29,24,5,0.828,7.68,-2.9,16.0,2.0,15,2,9.0,3.0,2161,1754.0,73.3,82.1,0.327,0.296,0.48,42.3,52.0,8.1,3.9,0.441,21.9,27.2,0.228
63,Delaware State,15,3,12,0.2,-21.24,-15.24,2.0,8.0,2,7,1.0,5.0,870,899.0,70.9,84.5,0.343,0.315,0.479,48.9,46.1,9.2,6.7,0.444,21.8,33.8,0.226
64,Denver,23,7,16,0.304,-5.99,0.05,5.0,9.0,4,6,3.0,10.0,1652,1791.0,75.2,103.0,0.249,0.377,0.52,53.3,52.2,8.8,8.8,0.497,14.0,32.2,0.169
65,DePaul,24,14,10,0.583,11.78,8.62,11.0,5.0,8,8,6.0,2.0,1957,1881.0,81.5,95.6,0.245,0.293,0.549,52.8,57.5,9.9,9.3,0.53,22.3,32.8,0.168
66,Detroit Mercy,14,1,13,0.071,-14.38,1.12,1.0,9.0,0,8,1.0,5.0,804,1021.0,72.0,100.4,0.395,0.348,0.529,58.3,67.3,13.5,13.2,0.506,19.8,41.5,0.244
67,Drake,30,18,12,0.6,13.54,6.71,13.0,5.0,11,4,7.0,8.0,2292,2087.0,75.3,92.0,0.245,0.373,0.495,45.4,53.4,12.8,8.6,0.463,16.6,26.1,0.178
68,Drexel,23,14,9,0.609,-0.08,-3.51,8.0,6.0,3,3,11.0,5.0,1407,1328.0,65.4,87.9,0.271,0.347,0.468,55.7,54.0,8.0,6.9,0.434,21.6,40.4,0.188
69,Duke,4,3,1,0.75,12.9,-1.61,0.0,1.0,3,1,,,298,240.0,70.3,85.4,0.172,0.256,0.423,38.7,35.1,12.5,5.6,0.405,13.2,27.5,0.107
70,Duquesne,16,5,11,0.313,-8.11,-2.42,4.0,7.0,2,3,3.0,8.0,999,1090.0,70.9,94.6,0.292,0.344,0.51,51.8,59.2,9.4,10.5,0.482,17.9,29.9,0.196
71,East Carolina,22,8,14,0.364,1.19,5.33,6.0,10.0,4,6,4.0,8.0,1326,1417.0,73.8,87.3,0.399,0.293,0.512,54.6,67.7,11.3,8.0,0.47,25.2,37.7,0.277
72,East Tennessee State,20,4,16,0.2,-17.57,-8.26,1.0,10.0,2,6,2.0,10.0,1166,1274.0,71.2,88.4,0.334,0.352,0.5,50.3,53.3,11.4,6.5,0.46,21.1,31.4,0.237
73,Eastern Illinois,26,11,15,0.423,-4.37,-2.45,9.0,11.0,7,6,4.0,9.0,1686,1736.0,69.7,95.8,0.326,0.374,0.538,52.7,59.0,11.0,8.7,0.505,20.8,31.5,0.233
74,Eastern Kentucky,24,9,15,0.375,-8.63,0.25,8.0,12.0,4,6,5.0,9.0,1493,1706.0,72.6,98.0,0.275,0.385,0.5,51.9,62.5,11.9,9.2,0.462,15.8,33.5,0.207
75,Eastern Michigan,20,10,10,0.5,2.43,0.58,7.0,7.0,4,6,6.0,4.0,1281,1244.0,74.5,83.5,0.388,0.347,0.471,48.8,50.5,9.4,5.8,0.424,19.7,23.4,0.268
76,Eastern Washington,23,6,17,0.261,-15.2,-4.79,5.0,12.0,3,10,3.0,7.0,1435,1605.0,70.8,98.5,0.265,0.375,0.524,52.6,55.3,12.8,6.6,0.485,17.6,34.3,0.21
77,Elon,15,7,8,0.467,-2.0,-1.8,3.0,5.0,4,3,3.0,5.0,947,950.0,72.0,88.0,0.29,0.314,0.504,54.3,52.5,11.7,8.8,0.468,22.5,33.6,0.211
78,Evansville,23,6,17,0.261,-15.81,2.69,2.0,15.0,5,8,1.0,9.0,1257,1580.0,70.9,96.4,0.23,0.493,0.498,54.0,65.0,14.9,10.2,0.471,15.0,32.2,0.164
79,Fairfield,16,11,5,0.688,-7.29,-12.54,9.0,3.0,5,2,6.0,3.0,945,861.0,64.5,83.3,0.214,0.396,0.448,51.2,57.1,9.9,5.8,0.421,19.6,31.4,0.144
80,Fairleigh Dickinson,24,16,8,0.667,-14.72,-16.43,12.0,6.0,8,4,8.0,4.0,1446,1405.0,67.6,86.1,0.23,0.305,0.463,50.9,51.8,9.3,7.5,0.434,18.3,28.2,0.16
81,Florida,26,12,14,0.462,10.88,9.11,3.0,11.0,9,6,3.0,8.0,1872,1826.0,74.6,93.7,0.239,0.264,0.491,47.7,46.5,8.9,8.8,0.462,15.5,28.6,0.17
82,Florida Atlantic,22,11,11,0.5,-2.49,-2.3,8.0,8.0,8,2,3.0,9.0,1598,1498.0,76.6,88.9,0.364,0.331,0.478,46.2,52.8,10.7,4.6,0.439,17.5,30.4,0.243
83,Florida Gulf Coast,29,26,3,0.897,13.86,-6.77,16.0,0.0,15,2,11.0,0.0,2366,1632.0,73.1,76.9,0.338,0.276,0.462,48.7,44.8,6.3,6.1,0.425,21.1,20.3,0.221
84,Florida International,28,15,13,0.536,-6.62,-3.34,8.0,8.0,6,8,8.0,5.0,2064,1846.0,71.1,91.1,0.281,0.319,0.517,47.5,55.8,9.3,8.9,0.497,17.2,28.9,0.177
85,Florida State,19,10,9,0.526,15.39,15.91,9.0,7.0,8,2,2.0,6.0,1240,1250.0,71.5,90.8,0.268,0.328,0.486,50.7,54.0,8.0,8.5,0.457,18.3,31.7,0.181
86,Fordham,18,12,6,0.667,1.83,-2.56,8.0,2.0,7,2,5.0,4.0,1113,1034.0,65.6,87.6,0.23,0.261,0.452,43.7,48.9,11.1,8.7,0.426,14.6,24.4,0.15
87,Fresno State,28,17,11,0.607,9.84,2.73,12.0,6.0,9,7,8.0,4.0,2177,1978.0,74.4,93.7,0.179,0.331,0.487,51.4,52.4,8.1,7.7,0.466,16.1,30.2,0.125
88,Furman,25,11,14,0.44,-12.04,-5.85,6.0,8.0,9,1,2.0,13.0,1494,1409.0,63.7,88.0,0.263,0.306,0.492,45.4,51.8,12.6,8.9,0.462,17.0,30.0,0.184
89,Gardner-Webb,24,11,13,0.458,-19.38,-15.05,10.0,7.0,6,4,5.0,9.0,1528,1632.0,75.7,89.8,0.38,0.299,0.545,52.0,56.5,10.0,7.4,0.513,25.1,28.9,0.26
90,George Mason,22,3,19,0.136,-16.85,-2.94,0.0,14.0,3,9,0.0,10.0,1116,1422.0,68.0,94.4,0.191,0.376,0.478,50.8,50.3,11.8,9.3,0.452,14.7,32.1,0.139
91,George Washington,23,9,14,0.391,-3.16,-2.57,5.0,9.0,8,4,1.0,10.0,1290,1250.0,65.4,82.6,0.232,0.39,0.475,51.0,52.3,10.9,7.2,0.444,21.2,30.0,0.166
92,Georgetown,17,2,15,0.118,-1.85,10.62,2.0,14.0,1,7,1.0,8.0,856,1068.0,66.6,93.0,0.276,0.383,0.486,48.8,69.0,13.1,8.9,0.446,16.8,30.3,0.207
93,Georgia,28,21,7,0.75,24.09,13.27,10.0,5.0,11,3,9.0,3.0,1997,1694.0,74.5,80.5,0.293,0.228,0.45,45.5,42.5,10.7,6.7,0.41,20.3,26.5,0.205
94,Georgia Southern,24,11,13,0.458,-10.54,-9.44,5.0,9.0,9,5,1.0,8.0,1813,1552.0,77.5,83.4,0.333,0.377,0.501,41.7,51.0,12.0,6.1,0.466,20.0,25.5,0.229
95,Georgia State,24,13,11,0.542,-9.89,-8.76,9.0,7.0,7,5,6.0,6.0,1605,1538.0,75.1,84.5,0.333,0.298,0.462,54.6,53.1,9.6,10.6,0.422,19.3,33.2,0.227
96,Georgia Tech,26,17,9,0.654,20.18,16.14,12.0,6.0,10,3,5.0,5.0,1706,1601.0,68.1,89.6,0.227,0.263,0.48,47.7,49.4,8.1,7.2,0.451,16.5,25.3,0.161
97,Gonzaga,27,23,4,0.852,20.24,4.46,16.0,1.0,12,1,11.0,2.0,1917,1444.0,66.0,80.7,0.29,0.325,0.468,36.8,55.4,10.8,4.0,0.432,19.1,18.6,0.201
98,Grambling,20,10,10,0.5,-12.73,-12.63,8.0,6.0,6,2,4.0,8.0,1266,1268.0,73.3,86.5,0.447,0.262,0.48,52.4,54.5,9.8,7.3,0.442,22.0,34.6,0.281
99,Grand Canyon,25,18,7,0.72,-2.16,-8.98,8.0,4.0,13,1,5.0,6.0,1845,1412.0,70.5,79.3,0.428,0.377,0.512,48.3,60.0,8.1,5.5,0.473,25.1,28.1,0.286
100,Green Bay,22,15,7,0.682,5.2,-0.21,14.0,4.0,6,4,9.0,3.0,1427,1308.0,66.5,88.9,0.239,0.497,0.478,50.3,62.1,10.1,6.0,0.445,19.5,32.2,0.174
101,Hampton,15,4,11,0.267,-25.27,-17.87,4.0,9.0,3,5,1.0,6.0,839,950.0,71.5,88.5,0.38,0.347,0.515,54.9,61.0,9.7,8.2,0.482,23.5,31.4,0.251
102,Hartford,12,3,9,0.25,-24.04,-12.04,3.0,9.0,2,6,1.0,3.0,617,761.0,71.4,88.8,0.278,0.328,0.475,50.6,58.3,12.4,8.2,0.436,17.5,28.1,0.202
103,Hawaii,17,9,8,0.529,-2.86,-1.66,7.0,6.0,4,2,5.0,6.0,1080,953.0,64.4,85.9,0.261,0.32,0.473,43.8,48.7,9.5,10.2,0.436,13.7,24.3,0.191
104,High Point,29,22,7,0.759,-8.55,-16.8,17.0,3.0,13,4,9.0,2.0,2094,1753.0,71.4,84.7,0.283,0.263,0.447,52.3,45.3,7.9,9.5,0.408,15.7,27.9,0.199
105,Hofstra,20,8,12,0.4,-9.96,-4.31,5.0,7.0,4,4,4.0,8.0,1193,1306.0,72.8,89.1,0.306,0.387,0.49,51.3,59.8,11.3,5.6,0.455,21.5,35.1,0.212
106,Holy Cross,15,7,8,0.467,-10.34,-9.01,7.0,7.0,4,2,3.0,6.0,913,933.0,70.6,88.2,0.169,0.334,0.501,50.6,55.0,9.9,9.4,0.486,20.6,26.5,0.11
107,Houston,25,17,8,0.68,11.87,7.07,12.0,5.0,8,4,9.0,4.0,1663,1543.0,76.8,80.3,0.335,0.278,0.464,50.0,57.0,12.9,8.3,0.42,23.4,29.8,0.237
108,Houston Christian,22,11,11,0.5,-19.19,-17.13,6.0,7.0,7,3,3.0,8.0,1435,1039.0,63.5,74.4,0.354,0.199,0.483,44.2,51.2,9.4,3.9,0.439,19.8,25.4,0.251
109,Howard,19,15,4,0.789,-9.36,-15.84,10.0,2.0,9,1,6.0,3.0,1292,1169.0,79.2,77.7,0.283,0.34,0.424,47.7,55.3,9.2,8.0,0.382,21.1,32.6,0.197
110,Idaho,24,17,7,0.708,1.4,-2.85,14.0,3.0,11,1,6.0,6.0,1731,1629.0,73.6,91.7,0.188,0.314,0.477,48.4,42.2,7.9,9.8,0.459,15.2,27.1,0.121
111,Idaho State,26,22,4,0.846,7.14,-4.19,15.0,2.0,14,0,8.0,3.0,1867,1493.0,70.9,80.6,0.297,0.368,0.449,45.1,46.7,10.0,4.8,0.4,18.4,24.4,0.224
112,Illinois,23,5,18,0.217,5.54,16.02,2.0,16.0,5,7,0.0,11.0,1370,1611.0,74.9,93.5,0.29,0.333,0.494,51.7,58.4,12.2,6.4,0.457,17.0,30.6,0.21
113,Illinois State,24,15,9,0.625,10.13,3.61,11.0,6.0,8,5,7.0,4.0,1640,1392.0,67.6,85.3,0.281,0.386,0.49,47.3,59.8,10.2,7.7,0.451,19.3,22.2,0.21
114,Illinois-Chicago,19,3,16,0.158,-12.97,0.53,1.0,13.0,2,7,1.0,9.0,1156,1321.0,72.9,94.8,0.347,0.326,0.544,55.3,63.7,13.2,6.8,0.509,21.3,33.8,0.248
115,Incarnate Word,15,6,9,0.4,-20.17,-11.89,4.0,5.0,4,3,2.0,6.0,897,891.0,65.9,89.4,0.284,0.305,0.513,50.3,55.1,10.8,6.1,0.48,18.6,29.5,0.204
116,Indiana,27,21,6,0.778,30.16,15.64,16.0,2.0,10,3,8.0,2.0,2010,1618.0,73.5,81.6,0.226,0.274,0.452,46.8,41.4,7.2,6.3,0.418,18.3,21.2,0.165
117,Indiana State,20,5,15,0.25,-11.51,1.69,2.0,12.0,3,6,2.0,9.0,1251,1515.0,72.2,103.7,0.333,0.355,0.553,51.6,63.0,9.4,8.3,0.526,17.4,30.3,0.229
118,Iona,15,6,9,0.4,-19.35,-17.68,5.0,6.0,3,4,3.0,5.0,820,845.0,68.8,81.9,0.337,0.289,0.466,54.3,57.8,13.5,6.9,0.418,24.0,35.1,0.246
119,Iowa,30,20,10,0.667,24.31,18.51,11.0,8.0,12,3,6.0,6.0,2583,2409.0,76.2,105.0,0.255,0.356,0.529,50.2,55.1,9.8,6.9,0.507,14.3,32.0,0.172
120,Iowa State,28,17,11,0.607,22.54,16.97,12.0,6.0,10,4,6.0,6.0,2156,2000.0,73.6,96.2,0.255,0.319,0.501,48.7,57.0,8.6,14.7,0.469,14.1,25.3,0.185
121,IUPUI,20,15,5,0.75,12.31,-0.54,11.0,3.0,6,2,9.0,3.0,1402,1145.0,69.5,81.4,0.225,0.337,0.469,43.9,50.6,11.3,6.3,0.44,20.5,21.9,0.159
122,Jackson State,24,18,6,0.75,-1.89,-9.35,14.0,1.0,11,0,7.0,5.0,1632,1453.0,73.1,82.8,0.309,0.261,0.44,43.6,58.7,12.5,8.5,0.404,17.4,28.7,0.202
123,Jacksonville,21,4,17,0.19,-20.52,-4.73,1.0,13.0,3,6,1.0,11.0,1216,1390.0,70.5,92.8,0.316,0.374,0.514,50.3,58.2,9.1,8.6,0.478,15.8,27.1,0.225
124,Jacksonville State,24,15,9,0.625,0.72,-5.19,12.0,7.0,11,2,4.0,7.0,1546,1404.0,70.0,83.6,0.273,0.289,0.463,47.3,46.4,8.8,8.0,0.421,17.7,21.6,0.203
125,James Madison,24,14,10,0.583,0.24,-1.06,9.0,6.0,10,4,4.0,6.0,1679,1648.0,72.9,93.3,0.273,0.304,0.478,45.3,48.8,10.1,6.2,0.439,14.7,28.8,0.203
126,Kansas,25,7,18,0.28,9.8,12.84,3.0,15.0,7,7,0.0,11.0,1760,1836.0,75.3,96.6,0.296,0.313,0.498,51.4,56.9,8.8,9.7,0.463,16.1,32.0,0.209
