Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_MP,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_3P,Opp_3PA,Opp_3P_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
50,Chattanooga,35,18,17,0.514,-2.34,-3.34,7.0,11.0,9,7,6,9,2702,2523,1405,888,2099,0.423,298,893,0.334,449,586,0.766,324,1185,404,219,85,369,588
51,Chicago State,31,11,20,0.355,-11.29,-3.51,,,8,0,3,20,2180,2264,1245,812,1783,0.455,234,680,0.344,406,581,0.699,335,1037,451,208,111,357,500
52,Cincinnati,36,23,13,0.639,11.77,4.97,11.0,7.0,16,3,5,7,2776,2495,1450,915,2142,0.427,209,669,0.312,456,616,0.74,348,1249,465,190,101,438,557
53,Clemson,34,23,11,0.676,10.53,3.71,14.0,6.0,15,2,5,6,2540,2308,1370,798,1970,0.405,267,804,0.332,445,604,0.737,303,1128,395,191,87,383,576
54,Cleveland State,35,21,14,0.6,-2.6,-5.05,14.0,6.0,13,3,7,9,2512,2405,1425,857,2022,0.424,244,764,0.319,447,611,0.732,435,1246,427,216,136,488,565
55,Coastal Carolina,31,11,20,0.355,-8.93,-1.75,5.0,13.0,8,8,3,11,2273,2294,1250,808,1893,0.427,305,859,0.355,373,520,0.717,343,1098,447,206,100,358,498
56,Colgate,35,26,9,0.743,2.2,-5.86,17.0,1.0,14,2,11,4,2733,2426,1400,937,2056,0.456,270,753,0.359,282,410,0.688,287,1103,511,209,109,432,514
57,College of Charleston,35,31,4,0.886,8.4,-4.02,16.0,2.0,17,1,11,2,2804,2353,1410,899,2085,0.431,205,671,0.306,350,517,0.677,319,1189,411,197,129,482,640
58,Colorado,35,18,17,0.514,11.17,8.39,8.0,12.0,13,5,2,9,2445,2348,1400,842,1982,0.425,217,676,0.321,447,623,0.717,305,1175,393,249,140,470,602
59,Colorado State,33,15,18,0.455,5.64,5.86,6.0,12.0,9,7,4,8,2391,2355,1336,827,1859,0.445,295,809,0.365,406,550,0.738,302,1093,423,188,107,400,546
60,Columbia,29,7,22,0.241,-14.37,-2.37,2.0,12.0,6,9,1,13,1966,2197,1170,819,1792,0.457,210,634,0.331,349,499,0.699,344,1145,447,193,124,379,443
61,Connecticut,39,31,8,0.795,22.95,8.51,13.0,7.0,15,2,6,5,3064,2501,1560,856,2145,0.399,194,653,0.297,595,810,0.735,361,1173,357,258,105,493,662
62,Coppin State,32,9,23,0.281,-14.76,-3.6,4.0,10.0,4,6,5,16,2304,2661,1300,937,2029,0.462,285,839,0.34,502,694,0.723,425,1325,548,241,99,440,566
63,Cornell,28,17,11,0.607,0.63,-2.41,7.0,7.0,11,2,6,8,2287,2129,1125,774,1643,0.471,231,650,0.355,350,491,0.713,270,964,456,182,87,446,487
64,Creighton,37,24,13,0.649,17.83,9.8,14.0,6.0,13,2,5,6,2828,2531,1490,983,2332,0.422,231,688,0.336,334,460,0.726,326,1230,439,217,103,358,590
65,Dartmouth,28,10,18,0.357,-7.98,-2.52,6.0,8.0,7,5,3,11,1998,2027,1135,736,1669,0.441,192,580,0.331,363,499,0.727,253,993,324,236,86,346,481
66,Davidson,32,16,16,0.5,1.99,1.47,8.0,10.0,7,8,6,6,2236,2197,1295,817,1843,0.443,221,678,0.326,342,487,0.702,305,1109,399,190,122,371,579
67,Dayton,34,22,12,0.647,8.71,1.09,12.0,6.0,14,2,5,6,2334,2075,1370,764,1942,0.393,220,752,0.293,327,464,0.705,336,1057,371,197,77,352,591
68,Delaware,33,17,16,0.515,-5.57,-3.72,8.0,10.0,10,5,4,10,2298,2333,1330,850,1888,0.45,238,653,0.364,395,547,0.722,329,1175,454,203,109,421,585
69,Delaware State,30,6,24,0.2,-17.7,-4.95,4.0,11.0,4,8,2,14,1939,2265,1210,772,1660,0.465,283,702,0.403,438,633,0.692,281,1038,477,235,105,425,519
70,Denver,32,15,17,0.469,-9.56,-5.89,6.0,12.0,9,5,4,11,2325,2402,1300,871,1950,0.447,263,785,0.335,397,526,0.755,313,995,448,216,117,359,621
71,DePaul,33,10,23,0.303,2.9,9.03,3.0,17.0,7,8,2,12,2349,2551,1340,903,1984,0.455,241,689,0.35,504,709,0.711,396,1273,469,239,110,415,546
72,Detroit Mercy,33,14,19,0.424,-3.21,-3.61,9.0,11.0,9,5,5,13,2527,2486,1330,893,1931,0.462,277,757,0.366,423,560,0.755,325,1097,466,214,91,386,566
73,Drake,35,27,8,0.771,7.84,-1.14,15.0,5.0,14,1,6,6,2617,2236,1430,811,2001,0.405,233,760,0.307,381,541,0.704,278,1146,354,185,80,421,586
74,Drexel,32,17,15,0.531,-2.27,-5.43,10.0,8.0,12,3,3,9,2135,1997,1305,762,1793,0.425,170,510,0.333,303,430,0.705,290,1051,360,186,85,384,540
75,Duke,36,27,9,0.75,15.83,7.44,14.0,6.0,16,0,4,6,2592,2290,1445,844,2079,0.406,226,741,0.305,376,493,0.763,337,1108,409,220,132,391,588
76,Duquesne,33,20,13,0.606,3.48,-0.16,10.0,8.0,16,4,3,7,2472,2352,1322,836,1875,0.446,223,634,0.352,457,659,0.693,380,1196,440,195,100,475,538
77,East Carolina,33,16,17,0.485,-0.29,1.41,6.0,12.0,10,6,2,9,2271,2327,1320,830,1905,0.436,216,657,0.329,451,631,0.715,333,1153,414,216,116,392,584
78,East Tennessee State,32,12,20,0.375,-6.0,-4.44,8.0,10.0,7,9,4,9,2211,2208,1285,799,1834,0.436,254,785,0.324,356,486,0.733,319,1066,404,228,73,389,516
79,Eastern Illinois,31,9,22,0.29,-14.09,-6.75,5.0,13.0,6,9,3,12,2134,2235,1245,786,1806,0.435,259,770,0.336,404,579,0.698,348,1175,466,202,109,457,549
80,Eastern Kentucky,37,23,14,0.622,-1.47,-1.62,12.0,6.0,14,2,5,10,2909,2720,1505,987,2291,0.431,309,909,0.34,437,589,0.742,399,1372,531,241,105,536,561
81,Eastern Michigan,31,8,23,0.258,-11.05,-1.88,5.0,13.0,6,7,2,13,2239,2505,1250,894,1846,0.484,262,767,0.342,455,647,0.703,339,1150,418,196,86,384,513
82,Eastern Washington,34,23,11,0.676,1.47,-1.62,16.0,2.0,11,2,10,7,2607,2429,1360,849,2005,0.423,294,882,0.333,437,584,0.748,315,1055,420,219,64,383,596
83,Elon,32,8,24,0.25,-12.85,-4.38,6.0,12.0,5,9,3,12,2094,2291,1280,815,1869,0.436,291,843,0.345,370,521,0.71,339,1152,466,198,96,368,514
84,Evansville,32,5,27,0.156,-15.14,-1.54,1.0,19.0,3,10,1,14,1997,2432,1280,867,1809,0.479,283,745,0.38,415,544,0.763,258,1222,502,186,85,421,526
85,Fairfield,31,13,18,0.419,-6.98,-4.51,9.0,11.0,7,6,4,10,2012,2045,1255,769,1748,0.44,161,553,0.291,346,483,0.716,306,1060,336,183,102,363,556
86,Fairleigh Dickinson,37,21,16,0.568,-8.98,-9.83,10.0,6.0,10,5,8,9,2863,2744,1495,972,2061,0.472,287,820,0.35,513,690,0.743,344,1257,552,213,143,567,587
87,Florida,33,16,17,0.485,10.9,8.26,9.0,9.0,10,6,4,7,2351,2264,1325,830,2002,0.415,192,608,0.316,412,585,0.704,383,1274,370,217,102,412,542
88,Florida A&M,29,7,22,0.241,-17.81,-4.99,5.0,13.0,4,7,3,15,1700,2030,1165,695,1572,0.442,180,541,0.333,460,690,0.667,331,1042,349,239,108,363,482
89,Florida Atlantic,39,35,4,0.897,13.92,2.3,18.0,2.0,17,0,11,3,3035,2547,1570,923,2290,0.403,258,800,0.323,443,603,0.735,364,1286,321,225,89,481,651
90,Florida Gulf Coast,32,17,15,0.531,-2.63,-3.08,7.0,11.0,8,5,6,9,2280,2222,1290,804,1848,0.435,255,764,0.334,359,516,0.696,320,1125,409,183,92,377,497
91,Florida International,32,14,18,0.438,-2.71,0.32,8.0,12.0,11,7,3,10,2339,2404,1300,848,1907,0.445,278,765,0.363,430,580,0.741,414,1217,452,264,108,528,499
92,Florida State,32,9,23,0.281,-0.38,6.5,7.0,13.0,5,11,4,7,2219,2439,1280,854,1882,0.454,291,773,0.376,440,582,0.756,334,1128,473,165,91,377,517
93,Fordham,33,25,8,0.758,2.26,-2.14,12.0,6.0,18,2,6,5,2376,2231,1330,774,1841,0.42,180,562,0.32,503,687,0.732,291,1127,377,212,100,448,640
94,Fresno State,31,11,20,0.355,2.6,5.1,6.0,12.0,7,7,4,9,1974,2036,1240,711,1607,0.442,227,603,0.376,387,512,0.756,266,1012,374,175,96,401,484
95,Furman,36,28,8,0.778,4.89,-2.9,15.0,3.0,14,2,8,3,2911,2563,1455,937,2094,0.447,242,733,0.33,447,630,0.71,338,1204,417,204,102,470,617
96,Gardner-Webb,31,15,16,0.484,-3.84,-4.64,10.0,8.0,8,5,6,10,2192,2032,1260,678,1639,0.414,208,618,0.337,468,654,0.716,252,985,328,198,87,438,544
97,George Mason,33,20,13,0.606,1.73,0.27,11.0,7.0,14,2,4,7,2268,2220,1330,798,1872,0.426,198,658,0.301,426,618,0.689,289,1071,362,229,96,380,635
98,George Washington,32,16,16,0.5,-1.93,-0.61,10.0,8.0,11,6,5,6,2441,2455,1305,892,1999,0.446,274,784,0.349,397,568,0.699,353,1126,455,224,78,355,545
99,Georgetown,32,7,25,0.219,-1.07,7.52,2.0,18.0,5,12,1,11,2225,2500,1290,918,2001,0.459,308,791,0.389,356,489,0.728,346,1196,552,259,96,356,491
100,Georgia,32,16,16,0.5,1.8,4.8,6.0,12.0,13,4,1,10,2193,2289,1285,841,1912,0.44,224,702,0.319,383,553,0.693,351,1138,469,214,117,368,588
101,Georgia Southern,33,17,16,0.515,-3.25,-2.02,9.0,9.0,12,4,3,11,2257,2201,1325,779,1838,0.424,223,689,0.324,420,600,0.7,309,1157,379,203,87,429,526
102,Georgia State,31,10,21,0.323,-6.79,-0.93,3.0,15.0,10,9,0,11,2068,2150,1245,755,1734,0.435,215,596,0.361,425,588,0.723,288,1021,394,210,114,372,532
103,Georgia Tech,33,15,18,0.455,2.08,4.89,6.0,14.0,11,6,3,9,2301,2335,1325,856,1943,0.441,206,684,0.301,417,586,0.712,351,1211,481,181,118,362,500
104,Gonzaga,37,31,6,0.838,18.99,8.04,14.0,2.0,15,1,7,2,3187,2715,1485,993,2246,0.442,306,877,0.349,423,577,0.733,334,1171,458,193,89,489,700
105,Grambling,33,24,9,0.727,-4.03,-8.48,15.0,3.0,11,1,9,6,2276,2054,1325,685,1801,0.38,209,679,0.308,475,716,0.663,382,1129,354,231,104,484,605
106,Grand Canyon,36,24,12,0.667,4.43,1.27,10.0,7.0,14,4,5,5,2706,2421,1450,863,2112,0.409,220,694,0.317,475,676,0.703,395,1211,374,201,96,387,642
107,Green Bay,32,3,29,0.094,-20.3,-3.14,2.0,18.0,2,10,1,17,1898,2447,1285,893,1832,0.487,222,634,0.35,439,578,0.76,321,1169,443,234,105,342,532
108,Hampton,32,8,24,0.25,-15.25,-4.71,5.0,13.0,7,6,1,13,2183,2481,1285,878,1889,0.465,262,701,0.374,463,670,0.691,327,1243,483,179,113,357,589
109,Hartford,28,5,23,0.179,-23.12,-7.96,,,5,10,0,11,1757,1991,1120,734,1596,0.46,229,609,0.376,294,414,0.71,285,972,431,204,84,341,393
110,Harvard,28,14,14,0.5,-0.71,-2.02,5.0,9.0,5,7,8,6,1914,1858,1130,680,1612,0.422,201,625,0.322,297,401,0.741,238,902,322,196,87,357,472
111,Hawaii,33,22,11,0.667,2.36,-2.17,13.0,7.0,13,5,6,4,2208,2039,1335,760,1877,0.405,145,493,0.294,374,504,0.742,301,1064,254,198,103,355,601
112,High Point,31,14,17,0.452,-9.88,-5.23,6.0,12.0,10,5,2,11,2312,2392,1241,856,1942,0.441,242,749,0.323,438,654,0.67,384,1174,451,218,105,383,605
113,Hofstra,35,25,10,0.714,4.96,-2.3,16.0,2.0,11,2,11,5,2619,2324,1415,862,2115,0.408,236,769,0.307,364,524,0.695,412,1278,436,202,106,442,531
114,Holy Cross,32,10,22,0.313,-14.27,-6.4,7.0,11.0,6,9,4,11,2136,2324,1285,876,1926,0.455,219,672,0.326,353,527,0.67,345,1234,436,225,106,393,459
115,Houston,37,33,4,0.892,22.2,4.79,17.0,1.0,16,2,11,0,2770,2126,1480,708,1933,0.366,234,840,0.279,476,691,0.689,370,1173,376,199,91,506,599
116,Houston Christian,32,10,22,0.313,-17.18,-6.94,7.0,11.0,8,8,2,13,2482,2658,1285,984,1978,0.497,242,660,0.367,448,630,0.711,328,1118,508,252,97,405,627
117,Howard,35,22,13,0.629,-5.04,-5.14,11.0,3.0,12,2,6,8,2634,2542,1405,902,2027,0.445,253,743,0.341,485,706,0.687,383,1168,428,308,110,540,615
118,Idaho,32,10,22,0.313,-8.7,-3.86,4.0,14.0,6,10,4,11,2335,2332,1296,848,1805,0.47,222,586,0.379,414,565,0.733,277,1063,365,186,95,368,603
119,Idaho State,32,11,21,0.344,-6.56,-2.96,8.0,10.0,7,7,4,12,2213,2272,1310,796,1764,0.451,193,599,0.322,487,620,0.785,282,1079,378,178,70,387,577
120,Illinois,33,20,13,0.606,14.81,7.65,11.0,9.0,15,2,3,7,2452,2216,1335,804,1934,0.416,197,589,0.334,411,583,0.705,322,1115,353,228,93,429,604
121,Illinois State,32,11,21,0.344,-7.38,-3.38,6.0,14.0,8,7,3,9,2127,2255,1300,805,1770,0.455,225,667,0.337,420,601,0.699,278,992,395,214,99,357,552
122,Illinois-Chicago,32,12,20,0.375,-8.83,-3.12,4.0,16.0,7,8,3,11,2149,2292,1290,823,1841,0.447,215,633,0.34,431,599,0.72,328,1224,453,194,119,443,562
123,Incarnate Word,31,12,19,0.387,-15.06,-8.28,6.0,12.0,7,7,3,12,2194,2290,1255,832,1759,0.473,214,600,0.357,412,575,0.717,319,1088,406,222,89,455,525
124,Indiana,35,23,12,0.657,14.94,8.88,12.0,8.0,15,2,5,7,2616,2404,1405,852,2084,0.409,263,787,0.334,437,621,0.704,379,1199,408,229,111,391,561
125,Indiana State,36,23,13,0.639,4.86,-4.02,13.0,7.0,11,4,7,6,2855,2507,1450,902,2117,0.426,241,752,0.32,462,631,0.732,288,1174,360,215,121,450,581
126,Iona,35,27,8,0.771,7.61,-2.76,17.0,3.0,11,1,8,4,2660,2297,1405,826,2009,0.411,207,696,0.297,438,621,0.705,380,1223,426,187,97,503,564
127,Iowa,33,19,14,0.576,14.08,8.69,11.0,9.0,14,3,4,7,2642,2464,1335,939,1982,0.474,234,640,0.366,352,472,0.746,305,1145,478,189,115,424,598
128,Iowa State,33,19,14,0.576,15.36,10.39,9.0,9.0,13,3,3,8,2231,2067,1330,671,1598,0.42,252,747,0.337,473,652,0.725,264,1005,388,224,97,546,561
129,IUPUI,32,5,27,0.156,-19.0,-5.57,2.0,18.0,4,9,0,15,2089,2456,1285,860,1833,0.469,256,714,0.359,480,632,0.759,337,1055,469,267,102,372,532
130,Jackson State,33,14,19,0.424,-11.36,-5.39,12.0,6.0,7,2,6,14,2232,2429,1338,853,1881,0.453,259,741,0.35,464,637,0.728,311,1086,446,262,140,448,545
131,Jacksonville,29,13,16,0.448,-6.19,-2.54,6.0,12.0,7,6,6,10,1837,1816,1160,642,1576,0.407,241,765,0.315,291,399,0.729,247,901,352,171,81,277,365
132,Jacksonville State,31,13,18,0.419,-6.67,-2.6,6.0,12.0,9,5,3,12,2166,2178,1245,762,1749,0.436,287,828,0.347,367,496,0.74,265,994,432,190,75,357,530
133,James Madison,33,22,11,0.667,4.96,-2.31,12.0,6.0,11,3,8,6,2658,2246,1340,811,1920,0.422,226,729,0.31,398,590,0.675,322,1128,383,238,104,546,645
134,Kansas,36,28,8,0.778,19.2,11.84,13.0,5.0,15,1,7,4,2715,2450,1450,873,2103,0.415,230,742,0.31,474,654,0.725,379,1255,406,220,101,515,577
135,Kansas City,32,11,21,0.344,-9.78,-3.28,7.0,11.0,6,8,3,11,2060,2199,1295,734,1730,0.424,239,697,0.343,492,662,0.743,317,1065,349,196,102,380,524
136,Kansas State,36,26,10,0.722,15.79,9.48,11.0,7.0,16,1,4,7,2742,2515,1465,878,2070,0.424,235,764,0.308,524,751,0.698,388,1221,493,259,140,541,659
137,Kennesaw State,35,26,9,0.743,0.6,-2.06,15.0,3.0,15,1,10,6,2626,2415,1415,842,1957,0.43,251,758,0.331,480,698,0.688,315,1188,399,231,106,502,675
138,Kent State,35,28,7,0.8,7.53,-1.22,15.0,3.0,15,0,9,6,2665,2305,1405,777,1920,0.405,242,778,0.311,509,706,0.721,365,1223,397,188,101,551,645
139,Kentucky,34,22,12,0.647,14.76,8.08,12.0,6.0,14,4,6,4,2532,2305,1370,827,1929,0.429,222,685,0.324,429,577,0.744,290,1022,399,205,75,379,580
140,La Salle,34,15,19,0.441,-2.79,-0.02,7.0,11.0,8,8,5,8,2374,2468,1375,898,1996,0.45,240,696,0.345,432,630,0.686,365,1239,455,203,152,422,571
141,Lafayette,34,11,23,0.324,-7.83,-4.53,7.0,11.0,5,7,5,16,2120,2232,1394,800,1826,0.438,257,753,0.341,375,537,0.698,283,1194,442,212,89,403,491
142,Lamar,31,9,22,0.29,-17.4,-7.65,5.0,13.0,6,9,2,12,2104,2311,1250,827,1852,0.447,279,819,0.341,378,564,0.67,376,1110,531,251,118,382,519
143,Lehigh,30,16,14,0.533,-9.08,-6.04,11.0,7.0,9,6,7,8,2094,2082,1200,769,1778,0.433,200,620,0.323,344,505,0.681,279,1084,367,176,90,353,462
144,Liberty,36,27,9,0.75,8.36,-1.91,15.0,3.0,19,1,6,7,2689,2194,1440,792,1891,0.419,230,689,0.334,380,518,0.734,239,1089,327,205,92,468,569
145,Lindenwood,32,11,21,0.344,-14.8,-6.35,6.0,12.0,9,4,2,14,2226,2362,1305,847,1918,0.442,273,799,0.342,395,570,0.693,343,1205,457,222,99,412,494
146,Lipscomb,33,20,13,0.606,-1.95,-4.02,11.0,7.0,13,2,7,11,2521,2343,1340,866,2024,0.428,265,794,0.334,346,466,0.742,288,1094,357,202,90,383,481
147,Little Rock,31,10,21,0.323,-12.62,-6.97,6.0,12.0,8,5,2,16,2337,2461,1250,870,1829,0.476,270,689,0.392,451,678,0.665,322,1124,458,194,116,441,567
