Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Pace,ORtg,FTr,3PAr,TS_Pct,TRB_Pct,AST_Pct,STL_Pct,BLK_Pct,eFG_Pct,TOV_Pct,ORB_Pct,FTperFGA
17,Auburn,34,21,13,0.618,14.35,9.29,10.0,8.0,14,2,4,8,2474,2302,68.7,105.6,0.363,0.352,0.53,50.4,54.7,11.2,13.6,0.495,15.1,32.8,0.253
18,Austin Peay,31,9,22,0.29,-12.17,-2.6,3.0,15.0,7,8,1,13,2067,2241,66.8,99.4,0.277,0.385,0.51,47.1,52.1,10.6,8.8,0.477,15.2,28.0,0.201
19,Ball State,32,20,12,0.625,-1.2,-3.5,11.0,7.0,12,2,6,7,2445,2292,68.5,111.1,0.425,0.365,0.57,52.1,50.2,8.0,9.8,0.538,15.4,31.2,0.293
20,Baylor,34,23,11,0.676,17.3,10.54,11.0,7.0,14,3,5,5,2619,2389,67.8,113.3,0.368,0.449,0.57,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274
21,Bellarmine,33,15,18,0.455,-7.42,-1.35,9.0,9.0,8,6,6,12,2187,2216,62.8,104.7,0.251,0.433,0.562,48.0,58.6,8.8,5.4,0.535,15.9,22.1,0.189
22,Belmont,32,21,11,0.656,1.88,-1.93,14.0,6.0,12,2,7,7,2447,2299,69.0,109.9,0.249,0.416,0.575,48.4,54.3,10.1,8.1,0.553,14.6,25.2,0.181
23,Bethune-Cookman,32,12,20,0.375,-17.15,-7.82,8.0,10.0,8,5,3,13,2172,2401,69.5,97.2,0.315,0.325,0.507,46.2,46.9,10.3,7.7,0.473,16.2,27.6,0.22
24,Binghamton,31,13,18,0.419,-10.44,-5.51,8.0,8.0,8,7,5,11,2133,2217,67.0,101.0,0.297,0.302,0.53,51.0,45.5,6.8,8.4,0.499,16.7,29.0,0.212
25,Boise State,34,24,10,0.706,12.78,6.21,13.0,5.0,14,1,6,6,2451,2198,66.8,106.8,0.303,0.378,0.553,52.6,43.8,7.5,8.0,0.521,14.6,27.4,0.222
26,Boston College,33,16,17,0.485,1.09,4.73,9.0,11.0,9,7,4,7,2197,2317,66.7,99.0,0.273,0.315,0.519,49.3,50.4,9.5,10.4,0.487,16.1,27.5,0.198
27,Boston University,32,15,17,0.469,-8.1,-6.52,8.0,10.0,9,4,6,11,2147,2151,66.3,99.7,0.284,0.391,0.513,51.3,44.0,9.5,7.5,0.477,15.5,28.6,0.21
28,Bowling Green State,31,11,20,0.355,-8.46,-3.81,5.0,13.0,7,9,4,11,2355,2434,71.2,106.7,0.335,0.354,0.547,50.8,51.0,8.5,8.1,0.512,14.9,29.6,0.243
29,Bradley,35,25,10,0.714,6.51,-0.67,16.0,4.0,15,1,8,6,2473,2195,65.9,106.8,0.275,0.391,0.55,52.8,50.7,10.3,11.8,0.53,15.4,29.2,0.183
30,Brigham Young,34,19,15,0.559,9.43,5.4,7.0,9.0,12,4,2,7,2568,2376,70.9,106.1,0.324,0.404,0.554,54.0,54.9,10.4,11.4,0.523,17.2,31.8,0.232
31,Brown,27,14,13,0.519,-2.47,-2.69,7.0,7.0,7,5,7,8,1878,1872,69.9,99.1,0.298,0.399,0.528,50.3,54.5,10.2,9.0,0.507,16.9,25.3,0.191
32,Bryant,30,17,13,0.567,-3.59,-4.52,8.0,8.0,9,4,7,8,2381,2193,73.0,108.3,0.331,0.392,0.565,53.6,47.5,9.1,9.4,0.532,16.0,30.1,0.243
33,Bucknell,32,12,20,0.375,-9.93,-6.96,5.0,13.0,7,7,3,13,2161,2192,66.4,100.9,0.265,0.377,0.549,51.5,53.8,8.2,10.3,0.523,17.8,25.8,0.19
34,Buffalo,32,15,17,0.469,-2.97,0.67,9.0,9.0,11,4,3,9,2481,2485,74.2,104.1,0.316,0.348,0.539,51.8,51.9,10.7,8.2,0.509,16.4,31.9,0.223
35,Butler,32,14,18,0.438,5.85,8.54,6.0,14.0,10,6,3,10,2088,2174,67.2,97.1,0.26,0.358,0.526,45.2,52.3,10.0,11.0,0.495,16.0,19.9,0.192
36,Cal Poly,33,8,25,0.242,-7.51,-0.54,1.0,18.0,6,11,1,13,2006,2174,65.1,92.7,0.306,0.355,0.505,50.3,47.7,8.4,7.6,0.465,18.7,25.8,0.228
37,Cal State Bakersfield,33,11,22,0.333,-8.34,-1.47,6.0,14.0,6,8,3,12,1995,2134,63.4,93.9,0.289,0.247,0.495,49.7,48.5,9.6,10.6,0.454,17.4,28.6,0.22
38,Cal State Fullerton,33,20,13,0.606,1.73,-0.27,12.0,6.0,11,2,7,8,2283,2148,65.5,102.5,0.376,0.379,0.535,49.0,43.6,9.6,7.7,0.5,15.5,26.9,0.26
39,Cal State Northridge,32,7,25,0.219,-10.4,-1.74,4.0,16.0,7,8,0,14,2028,2194,65.7,96.1,0.353,0.331,0.501,48.6,45.2,9.5,9.2,0.454,16.5,28.0,0.262
40,California,32,3,29,0.094,-3.36,8.43,2.0,18.0,3,14,0,12,1866,2243,64.3,90.0,0.315,0.309,0.479,47.0,46.5,7.3,9.1,0.437,17.6,25.3,0.228
41,California Baptist,33,17,16,0.515,0.21,-0.69,7.0,10.0,12,5,4,8,2291,2156,65.9,104.6,0.312,0.441,0.526,52.3,58.1,6.7,8.2,0.5,14.8,30.4,0.207
42,Campbell,34,16,18,0.471,-5.23,-4.89,8.0,10.0,8,6,4,10,2374,2329,64.6,106.1,0.389,0.384,0.564,49.6,50.1,9.5,9.0,0.531,16.1,25.3,0.273
43,Canisius,30,10,20,0.333,-7.05,-3.46,8.0,12.0,7,7,3,12,2111,2169,67.5,102.1,0.248,0.406,0.522,48.4,56.5,8.1,6.6,0.492,15.0,28.8,0.181
44,Central Arkansas,31,9,22,0.29,-13.72,-3.15,4.0,14.0,6,8,2,13,2261,2527,72.7,99.1,0.243,0.412,0.51,48.2,46.9,8.9,8.2,0.478,15.7,28.4,0.182
45,Central Connecticut State,32,10,22,0.313,-13.68,-9.49,7.0,9.0,6,7,4,14,2111,2245,65.7,99.3,0.233,0.357,0.507,49.5,52.1,8.4,10.6,0.481,15.4,28.5,0.165
46,Central Florida,34,19,15,0.559,11.09,5.09,8.0,10.0,11,6,5,7,2432,2228,66.1,105.5,0.289,0.422,0.54,51.3,55.3,11.3,11.4,0.503,16.7,33.6,0.223
47,Central Michigan,31,10,21,0.323,-11.97,-2.62,5.0,13.0,6,8,3,12,2038,2263,69.0,94.9,0.38,0.377,0.511,49.8,47.4,8.4,11.5,0.472,19.9,31.2,0.262
48,Charleston Southern,31,10,21,0.323,-9.44,-4.47,5.0,13.0,6,8,3,12,2251,2305,67.1,107.8,0.269,0.395,0.539,51.0,45.5,7.5,7.8,0.511,14.9,32.6,0.196
49,Charlotte,36,22,14,0.611,3.9,-0.46,9.0,11.0,11,4,5,8,2410,2253,61.5,107.0,0.249,0.413,0.576,49.8,53.0,8.8,7.6,0.551,15.4,22.3,0.187
50,Chattanooga,35,18,17,0.514,-2.34,-3.34,7.0,11.0,9,7,6,9,2702,2523,68.9,111.7,0.313,0.518,0.576,51.7,58.0,8.3,10.0,0.55,14.8,28.0,0.223
51,Chicago State,31,11,20,0.355,-11.29,-3.51,,,8,0,3,20,2180,2264,66.8,104.9,0.316,0.43,0.539,51.2,49.9,8.4,7.5,0.505,17.3,34.2,0.23
52,Cincinnati,36,23,13,0.639,11.77,4.97,11.0,7.0,16,3,5,7,2776,2495,69.9,109.6,0.26,0.392,0.542,51.8,54.7,8.9,9.6,0.517,13.0,30.9,0.183
53,Clemson,34,23,11,0.676,10.53,3.71,14.0,6.0,15,2,5,6,2540,2308,68.1,109.0,0.305,0.403,0.577,51.5,53.9,7.5,9.2,0.541,14.6,23.4,0.239
54,Cleveland State,35,21,14,0.6,-2.6,-5.05,14.0,6.0,13,3,7,9,2512,2405,66.5,106.1,0.291,0.275,0.523,49.9,48.5,10.2,9.5,0.496,14.5,35.1,0.198
55,Coastal Carolina,31,11,20,0.355,-8.93,-1.75,5.0,13.0,8,8,3,11,2273,2294,69.1,105.3,0.284,0.375,0.533,51.2,46.9,8.7,9.6,0.493,15.1,31.6,0.222
56,Colgate,35,26,9,0.743,2.2,-5.86,17.0,1.0,14,2,11,4,2733,2426,68.2,114.5,0.269,0.348,0.594,51.7,61.1,10.4,7.7,0.581,13.4,25.5,0.178
57,College of Charleston,35,31,4,0.886,8.4,-4.02,16.0,2.0,17,1,11,2,2804,2353,70.7,112.5,0.328,0.477,0.551,54.3,49.8,10.4,7.7,0.515,14.1,35.2,0.244
58,Colorado,35,18,17,0.514,11.17,8.39,8.0,12.0,13,5,2,9,2445,2348,69.6,100.4,0.299,0.346,0.52,52.5,50.8,10.7,9.8,0.49,16.4,30.8,0.208
59,Colorado State,33,15,18,0.455,5.64,5.86,6.0,12.0,9,7,4,8,2391,2355,66.4,107.9,0.296,0.385,0.586,48.1,62.4,8.4,7.7,0.558,15.3,19.9,0.22
60,Columbia,29,7,22,0.241,-14.37,-2.37,2.0,12.0,6,9,1,13,1966,2197,70.6,95.3,0.282,0.413,0.502,46.6,48.9,9.5,5.0,0.468,17.0,27.0,0.201
61,Connecticut,39,31,8,0.795,22.95,8.51,13.0,7.0,15,2,6,5,3064,2501,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234
62,Coppin State,32,9,23,0.281,-14.76,-3.6,4.0,10.0,4,6,5,16,2304,2661,73.1,97.0,0.372,0.443,0.547,42.3,46.3,10.4,6.8,0.51,18.5,18.6,0.267
63,Cornell,28,17,11,0.607,0.63,-2.41,7.0,7.0,11,2,6,8,2287,2129,72.5,112.1,0.282,0.49,0.58,50.0,59.9,13.3,6.3,0.556,15.0,29.5,0.204
64,Creighton,37,24,13,0.649,17.83,9.8,14.0,6.0,13,2,5,6,2828,2531,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222
65,Dartmouth,28,10,18,0.357,-7.98,-2.52,6.0,8.0,7,5,3,11,1998,2027,70.8,99.5,0.292,0.421,0.54,49.6,50.1,7.6,10.4,0.512,17.9,24.2,0.204
66,Davidson,32,16,16,0.5,1.99,1.47,8.0,10.0,7,8,6,6,2236,2197,66.1,104.4,0.339,0.374,0.543,48.7,53.5,8.0,3.5,0.503,14.4,24.8,0.254
67,Dayton,34,22,12,0.647,8.71,1.09,12.0,6.0,14,2,5,6,2334,2075,63.6,107.2,0.355,0.373,0.56,53.8,62.2,7.5,12.5,0.53,16.5,30.8,0.248
68,Delaware,33,17,16,0.515,-5.57,-3.72,8.0,10.0,10,5,4,10,2298,2333,67.4,102.6,0.331,0.366,0.534,47.6,47.7,10.2,10.6,0.498,14.8,25.3,0.241
69,Delaware State,30,6,24,0.2,-17.7,-4.95,4.0,11.0,4,8,2,14,1939,2265,69.6,92.1,0.286,0.314,0.495,50.2,52.1,9.9,8.2,0.463,19.7,30.7,0.197
70,Denver,32,15,17,0.469,-9.56,-5.89,6.0,12.0,9,5,4,11,2325,2402,69.1,103.6,0.416,0.258,0.566,53.1,43.5,7.9,8.4,0.529,18.9,29.8,0.298
71,DePaul,33,10,23,0.303,2.9,9.03,3.0,17.0,7,8,2,12,2349,2551,69.8,100.4,0.276,0.378,0.53,45.7,54.5,9.0,12.0,0.497,16.1,25.8,0.204
72,Detroit Mercy,33,14,19,0.424,-3.21,-3.61,9.0,11.0,9,5,5,13,2527,2486,67.8,112.1,0.281,0.432,0.551,52.5,47.1,9.0,5.5,0.516,14.5,35.9,0.216
73,Drake,35,27,8,0.771,7.84,-1.14,15.0,5.0,14,1,6,6,2617,2236,67.0,109.2,0.279,0.37,0.569,52.2,50.2,7.8,7.4,0.537,13.8,24.3,0.214
74,Drexel,32,17,15,0.531,-2.27,-5.43,10.0,8.0,12,3,3,9,2135,1997,64.0,102.2,0.294,0.404,0.522,51.6,48.4,8.6,8.0,0.495,15.4,30.2,0.201
75,Duke,36,27,9,0.75,15.83,7.44,14.0,6.0,16,0,4,6,2592,2290,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229
76,Duquesne,33,20,13,0.606,3.48,-0.16,10.0,8.0,16,4,3,7,2472,2352,69.4,108.0,0.264,0.403,0.535,49.6,56.3,11.6,10.0,0.511,14.6,33.4,0.183
77,East Carolina,33,16,17,0.485,-0.29,1.41,6.0,12.0,10,6,2,9,2271,2327,68.6,100.4,0.371,0.416,0.509,51.5,56.3,9.5,7.0,0.471,16.3,33.0,0.255
78,East Tennessee State,32,12,20,0.375,-6.0,-4.44,8.0,10.0,7,9,4,9,2211,2208,66.7,103.2,0.301,0.349,0.533,51.3,47.5,9.1,9.4,0.509,16.8,31.5,0.202
79,Eastern Illinois,31,9,22,0.29,-14.09,-6.75,5.0,13.0,6,9,3,12,2134,2235,70.7,97.0,0.329,0.274,0.513,47.2,56.3,11.8,10.1,0.488,16.8,25.8,0.21
80,Eastern Kentucky,37,23,14,0.622,-1.47,-1.62,12.0,6.0,14,2,5,10,2909,2720,72.0,107.3,0.241,0.373,0.525,51.9,50.3,10.9,12.7,0.505,13.8,34.1,0.159
81,Eastern Michigan,31,8,23,0.258,-11.05,-1.88,5.0,13.0,6,7,2,13,2239,2505,70.3,101.9,0.315,0.333,0.533,45.9,37.2,8.8,6.2,0.492,14.9,25.0,0.241
82,Eastern Washington,34,23,11,0.676,1.47,-1.62,16.0,2.0,11,2,10,7,2607,2429,68.9,111.2,0.31,0.44,0.598,53.7,56.2,7.5,9.5,0.569,17.5,29.2,0.234
83,Elon,32,8,24,0.25,-12.85,-4.38,6.0,12.0,5,9,3,12,2094,2291,67.0,97.7,0.277,0.403,0.517,48.4,51.0,9.1,6.7,0.486,16.3,25.7,0.197
84,Evansville,32,5,27,0.156,-15.14,-1.54,1.0,19.0,3,10,1,14,1997,2432,69.8,89.4,0.294,0.336,0.476,45.1,45.0,10.0,5.8,0.451,15.8,20.7,0.185
85,Fairfield,31,13,18,0.419,-6.98,-4.51,9.0,11.0,7,6,4,10,2012,2045,64.9,98.7,0.373,0.369,0.508,49.6,42.9,8.3,9.5,0.463,15.6,28.8,0.27
86,Fairleigh Dickinson,37,21,16,0.568,-8.98,-9.83,10.0,6.0,10,5,8,9,2863,2744,69.8,109.7,0.271,0.379,0.549,50.3,52.2,11.3,6.0,0.517,14.0,31.9,0.204
87,Florida,33,16,17,0.485,10.9,8.26,9.0,9.0,10,6,4,7,2351,2264,69.7,101.8,0.345,0.368,0.53,47.3,48.9,9.7,12.3,0.494,14.3,23.8,0.247
88,Florida A&M,29,7,22,0.241,-17.81,-4.99,5.0,13.0,4,7,3,15,1700,2030,66.5,87.8,0.323,0.347,0.48,47.8,47.1,9.9,10.2,0.442,20.8,29.3,0.223
89,Florida Atlantic,39,35,4,0.897,13.92,2.3,18.0,2.0,17,0,11,3,3035,2547,68.5,112.8,0.294,0.44,0.572,54.2,51.8,9.4,6.7,0.547,14.8,31.6,0.212
90,Florida Gulf Coast,32,17,15,0.531,-2.63,-3.08,7.0,11.0,8,5,6,9,2280,2222,66.7,106.1,0.275,0.451,0.547,49.6,50.8,10.2,9.6,0.517,14.9,27.2,0.203
91,Florida International,32,14,18,0.438,-2.71,0.32,8.0,12.0,11,7,3,10,2339,2404,71.0,101.4,0.291,0.361,0.552,45.3,45.8,12.6,11.2,0.525,18.3,25.5,0.207
92,Florida State,32,9,23,0.281,-0.38,6.5,7.0,13.0,5,11,4,7,2219,2439,69.0,100.5,0.304,0.344,0.527,47.1,53.6,8.9,11.3,0.493,15.6,25.9,0.221
93,Fordham,33,25,8,0.758,2.26,-2.14,12.0,6.0,18,2,6,5,2376,2231,70.0,102.1,0.376,0.417,0.53,52.0,52.4,10.2,12.5,0.486,16.6,29.9,0.279
94,Fresno State,31,11,20,0.355,2.6,5.1,6.0,12.0,7,7,4,9,1974,2036,64.0,99.5,0.251,0.407,0.527,48.1,53.1,9.9,10.3,0.493,16.1,24.9,0.194
95,Furman,36,28,8,0.778,4.89,-2.9,15.0,3.0,14,2,8,3,2911,2563,69.4,115.4,0.341,0.464,0.588,51.2,59.1,9.4,8.4,0.557,13.8,28.8,0.253
96,Gardner-Webb,31,15,16,0.484,-3.84,-4.64,10.0,8.0,8,5,6,10,2192,2032,67.5,103.2,0.34,0.335,0.542,52.7,49.1,10.4,14.3,0.523,16.6,29.7,0.213
97,George Mason,33,20,13,0.606,1.73,0.27,11.0,7.0,14,2,4,7,2268,2220,67.6,100.9,0.37,0.386,0.544,52.4,56.5,6.8,8.5,0.519,17.8,27.9,0.241
98,George Washington,32,16,16,0.5,-1.93,-0.61,10.0,8.0,11,6,5,6,2441,2455,69.7,107.4,0.348,0.384,0.566,49.8,46.7,8.0,9.0,0.532,15.8,26.9,0.257
99,Georgetown,32,7,25,0.219,-1.07,7.52,2.0,18.0,5,12,1,11,2225,2500,69.6,99.1,0.291,0.31,0.505,49.0,46.5,8.8,12.1,0.471,15.1,28.9,0.209
100,Georgia,32,16,16,0.5,1.8,4.8,6.0,12.0,13,4,1,10,2193,2289,68.2,100.1,0.405,0.382,0.518,50.2,49.2,9.2,7.0,0.471,16.7,30.6,0.294
101,Georgia Southern,33,17,16,0.515,-3.25,-2.02,9.0,9.0,12,4,3,11,2257,2201,67.6,100.8,0.28,0.342,0.517,50.2,40.8,10.4,8.2,0.49,14.8,27.7,0.192
102,Georgia State,31,10,21,0.323,-6.79,-0.93,3.0,15.0,10,9,0,11,2068,2150,67.8,98.0,0.325,0.311,0.501,51.2,45.9,8.5,9.8,0.462,16.2,31.9,0.231
103,Georgia Tech,33,15,18,0.455,2.08,4.89,6.0,14.0,11,6,3,9,2301,2335,67.6,102.8,0.236,0.383,0.512,48.8,54.2,8.8,10.6,0.488,13.5,28.9,0.164
104,Gonzaga,37,31,6,0.838,18.99,8.04,14.0,2.0,15,1,7,2,3187,2715,71.9,119.5,0.337,0.323,0.602,54.0,50.7,10.0,9.3,0.582,13.0,31.4,0.233
105,Grambling,33,24,9,0.727,-4.03,-8.48,15.0,3.0,11,1,9,6,2276,2054,67.8,101.3,0.417,0.274,0.532,51.4,49.9,10.8,12.1,0.503,18.2,32.8,0.269
106,Grand Canyon,36,24,12,0.667,4.43,1.27,10.0,7.0,14,4,5,5,2706,2421,66.9,111.5,0.358,0.418,0.573,52.1,48.4,7.3,8.1,0.542,15.4,30.8,0.256
107,Green Bay,32,3,29,0.094,-20.3,-3.14,2.0,18.0,2,10,1,17,1898,2447,66.2,89.2,0.315,0.435,0.496,43.6,53.4,7.6,6.3,0.459,18.9,21.7,0.221
108,Hampton,32,8,24,0.25,-15.25,-4.71,5.0,13.0,7,6,1,13,2183,2481,69.9,97.2,0.329,0.367,0.488,46.9,46.4,6.1,8.5,0.451,13.7,26.8,0.226
109,Hartford,28,5,23,0.179,-23.12,-7.96,,,5,10,0,11,1757,1991,66.3,94.7,0.235,0.402,0.512,47.7,55.2,9.6,10.6,0.494,19.0,27.1,0.151
110,Harvard,28,14,14,0.5,-0.71,-2.02,5.0,9.0,5,7,8,6,1914,1858,67.8,99.9,0.309,0.374,0.524,52.9,52.9,11.0,10.8,0.497,17.3,31.0,0.207
111,Hawaii,33,22,11,0.667,2.36,-2.17,13.0,7.0,13,5,6,4,2208,2039,64.9,101.9,0.33,0.371,0.53,52.3,47.5,7.0,9.0,0.49,16.2,29.5,0.247
112,High Point,31,14,17,0.452,-9.88,-5.23,6.0,12.0,10,5,2,11,2312,2392,72.7,102.7,0.394,0.393,0.531,50.1,47.1,9.0,12.7,0.507,16.7,31.4,0.246
113,Hofstra,35,25,10,0.714,4.96,-2.3,16.0,2.0,11,2,11,5,2619,2324,67.6,109.5,0.204,0.396,0.573,48.0,50.3,9.1,11.0,0.553,14.1,23.8,0.151
114,Holy Cross,32,10,22,0.313,-14.27,-6.4,7.0,11.0,6,9,4,11,2136,2324,69.1,96.2,0.253,0.322,0.512,45.7,49.0,9.1,7.1,0.495,15.7,22.3,0.157
115,Houston,37,33,4,0.892,22.2,4.79,17.0,1.0,16,2,11,0,2770,2126,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212
116,Houston Christian,32,10,22,0.313,-17.18,-6.94,7.0,11.0,8,8,2,13,2482,2658,73.4,105.3,0.385,0.39,0.563,49.5,55.7,7.8,6.7,0.528,18.2,29.5,0.276
117,Howard,35,22,13,0.629,-5.04,-5.14,11.0,3.0,12,2,6,8,2634,2542,71.8,104.4,0.333,0.37,0.558,51.7,56.0,10.0,8.5,0.527,19.5,34.1,0.237
118,Idaho,32,10,22,0.313,-8.7,-3.86,4.0,14.0,6,10,4,11,2335,2332,67.1,107.5,0.353,0.365,0.572,47.9,46.2,7.6,4.7,0.534,15.1,22.0,0.269
119,Idaho State,32,11,21,0.344,-6.56,-2.96,8.0,10.0,7,7,4,12,2213,2272,65.7,102.8,0.29,0.406,0.545,48.2,49.4,8.6,7.7,0.513,15.4,24.5,0.213
120,Illinois,33,20,13,0.606,14.81,7.65,11.0,9.0,15,2,3,7,2452,2216,69.5,105.7,0.343,0.419,0.542,52.8,46.8,9.9,13.8,0.514,15.8,31.6,0.233
121,Illinois State,32,11,21,0.344,-7.38,-3.38,6.0,14.0,8,7,3,9,2127,2255,65.7,99.6,0.313,0.406,0.545,51.3,46.8,8.6,9.5,0.502,19.3,28.2,0.248
122,Illinois-Chicago,32,12,20,0.375,-8.83,-3.12,4.0,16.0,7,8,3,11,2149,2292,69.2,96.2,0.341,0.431,0.516,45.9,56.4,9.2,12.4,0.487,16.4,23.1,0.223
123,Incarnate Word,31,12,19,0.387,-15.06,-8.28,6.0,12.0,7,7,3,12,2194,2290,69.3,100.9,0.342,0.317,0.537,47.3,49.2,11.9,7.6,0.497,17.2,27.0,0.255
124,Indiana,35,23,12,0.657,14.94,8.88,12.0,8.0,15,2,5,7,2616,2404,68.4,109.0,0.295,0.266,0.561,51.0,53.6,8.5,13.6,0.535,14.7,28.1,0.209
125,Indiana State,36,23,13,0.639,4.86,-4.02,13.0,7.0,11,4,7,6,2855,2507,71.2,110.7,0.31,0.459,0.596,51.5,56.5,9.1,5.1,0.564,15.3,21.9,0.239
126,Iona,35,27,8,0.771,7.61,-2.76,17.0,3.0,11,1,8,4,2660,2297,68.8,110.1,0.29,0.32,0.548,50.4,53.1,10.8,14.6,0.516,13.1,31.6,0.212
127,Iowa,33,19,14,0.576,14.08,8.69,11.0,9.0,14,3,4,7,2642,2464,69.6,113.7,0.323,0.375,0.551,51.3,57.5,9.3,8.3,0.517,11.9,32.1,0.238
128,Iowa State,33,19,14,0.576,15.36,10.39,9.0,9.0,13,3,3,8,2231,2067,65.7,102.2,0.279,0.338,0.523,52.5,54.8,13.3,11.3,0.499,16.7,33.9,0.187
129,IUPUI,32,5,27,0.156,-19.0,-5.57,2.0,18.0,4,9,0,15,2089,2456,67.7,96.0,0.313,0.286,0.529,48.9,45.5,8.5,7.2,0.5,20.4,29.3,0.216
130,Jackson State,33,14,19,0.424,-11.36,-5.39,12.0,6.0,7,2,6,14,2232,2429,69.8,95.8,0.33,0.34,0.505,51.1,50.8,10.6,7.2,0.473,18.9,33.1,0.222
131,Jacksonville,29,13,16,0.448,-6.19,-2.54,6.0,12.0,7,6,6,10,1837,1816,62.0,102.2,0.232,0.387,0.545,51.8,54.8,8.2,8.5,0.517,16.5,25.2,0.174
132,Jacksonville State,31,13,18,0.419,-6.67,-2.6,6.0,12.0,9,5,3,12,2166,2178,66.5,104.6,0.328,0.438,0.55,52.9,51.0,8.3,8.0,0.521,17.2,30.4,0.229
133,James Madison,33,22,11,0.667,4.96,-2.31,12.0,6.0,11,3,8,6,2658,2246,72.2,109.8,0.37,0.372,0.56,52.7,47.6,12.3,7.3,0.527,15.5,32.8,0.262
134,Kansas,36,28,8,0.778,19.2,11.84,13.0,5.0,15,1,7,4,2715,2450,70.2,106.8,0.298,0.338,0.555,50.8,58.9,12.5,10.2,0.526,15.4,28.7,0.215
